title_id,title,language,category,registration_year
T01010,India Vichar Live,Gujarati,Periodical,2020
T01011,India Vichar Monthly,Hindi,Journal,2011
T01012,India Vichar Report,Hindi,Bulletin,2023
T01013,India Vichar Today,Gujarati,Newspaper,2008
T01014,India Vichar Update,Telugu,Digest,2019
T01015,India Vichar Weekly,Punjabi,Newspaper,2002
T01016,Indian Express,Gujarati,Bulletin,2023
T01017,Indian Express Bulletin,Urdu,Bulletin,2006
T01018,Indian Express Daily,Kannada,Magazine,2010
T01019,Indian Express Journal,Bengali,Newspaper,2006
T01020,Indian Express Live,Gujarati,Digest,2003
T01021,Indian Express Monthly,Kannada,Magazine,2022
T01022,Indian Express Report,Punjabi,Digest,2006
T01023,Indian Express Today,Telugu,Magazine,2017
T01024,Indian Express Update,Tamil,Periodical,2012
T01025,Indian Express Weekly,Kannada,Bulletin,2020
T01026,Jagran,Tamil,Periodical,2008
T01027,Jagran Bulletin,Tamil,Bulletin,2015
T01028,Jagran Daily,Kannada,Newspaper,2023
T01029,Jagran Journal,Kannada,Periodical,2006
T01030,Jagran Live,Tamil,Periodical,2013
T01031,Jagran Monthly,English,Bulletin,2007
T01032,Jagran Report,Marathi,Newspaper,2008
T01033,Jagran Today,Malayalam,Bulletin,2018
T01034,Jagran Update,Telugu,Periodical,2004
T01035,Jagran Weekly,Gujarati,Periodical,2007
T01036,Jaipur Awaaz,Telugu,Bulletin,2007
T01037,Jaipur Bhaskar,Kannada,Bulletin,2020
T01038,Jaipur Dainik Namaskar,Urdu,Periodical,2008
T01039,Jaipur Darpan,Kannada,Digest,2020
T01040,Jaipur Express,Kannada,Journal,2005
T01041,Jaipur Herald,Tamil,Magazine,2004
T01042,Jaipur Indian Express,Malayalam,Journal,2005
T01043,Jaipur Jagran,Malayalam,Digest,2001
T01044,Jaipur Kesari,Malayalam,Newspaper,2002
T01045,Jaipur News,Urdu,Newspaper,2024
T01046,Jaipur Patrika,English,Journal,2004
T01047,Jaipur Post,Urdu,Magazine,2002
T01048,Jaipur Prabhat,Marathi,Newspaper,2006
T01049,Jaipur Prakash,Malayalam,Journal,2011
T01050,Jaipur Pratidin Sandhya,English,Bulletin,2020
T01051,Jaipur Samachar,Urdu,Bulletin,2015
T01052,Jaipur Sandesh,Urdu,Journal,2000
T01053,Jaipur Sandhya,English,Bulletin,2017
T01054,Jaipur The Hindu,Telugu,Newspaper,2000
T01055,Jaipur Times,Malayalam,Digest,2008
T01056,Jaipur Tribune,Malayalam,Periodical,2000
T01057,Jaipur Vartha,Malayalam,Digest,2021
T01058,Jaipur Vichar,Telugu,Magazine,2003
T01059,Kesari,Hindi,Bulletin,2004
T01060,Kesari Bulletin,Gujarati,Magazine,2019
T01061,Kesari Daily,Malayalam,Periodical,2011
T01062,Kesari Journal,Bengali,Journal,2002
T01063,Kesari Live,Tamil,Journal,2014
T01064,Kesari Monthly,Punjabi,Magazine,2022
T01065,Kesari Report,Gujarati,Periodical,2021
T01066,Kesari Today,Hindi,Digest,2020
T01067,Kesari Update,English,Newspaper,2012
T01068,Kesari Weekly,Telugu,Journal,2017
T01069,Kolkata Awaaz,Kannada,Newspaper,2020
T01070,Kolkata Bhaskar,English,Digest,2005
T01071,Kolkata Dainik Namaskar,Hindi,Journal,2013
T01072,Kolkata Darpan,Urdu,Periodical,2018
T01073,Kolkata Darpan Daily,Hindi,Bulletin,2001
T01074,Kolkata Darpan Monthly,Gujarati,Magazine,2022
T01075,Kolkata Darpan Today,Punjabi,Journal,2008
T01076,Kolkata Darpan Weekly,English,Newspaper,2021
T01077,Kolkata Express,Bengali,Bulletin,2018
T01078,Kolkata Express Daily,Urdu,Newspaper,2005
T01079,Kolkata Express Monthly,Tamil,Newspaper,2006
T01080,Kolkata Express Today,Punjabi,Magazine,2024
T01081,Kolkata Express Weekly,Telugu,Newspaper,2009
T01082,Kolkata Herald,Marathi,Bulletin,2007
T01083,Kolkata Herald Daily,Punjabi,Journal,2021
T01084,Kolkata Herald Monthly,Malayalam,Periodical,2012
T01085,Kolkata Herald Today,Marathi,Digest,2023
T01086,Kolkata Herald Weekly,Hindi,Bulletin,2023
T01087,Kolkata Indian Express,Tamil,Newspaper,2003
T01088,Kolkata Jagran,Telugu,Magazine,2002
T01089,Kolkata Kesari,Tamil,Bulletin,2024
T01090,Kolkata News,Punjabi,Bulletin,2012
T01091,Kolkata News Daily,Tamil,Newspaper,2020
T01092,Kolkata News Monthly,Bengali,Journal,2015
T01093,Kolkata News Today,Gujarati,Periodical,2017
T01094,Kolkata News Weekly,Telugu,Journal,2005
T01095,Kolkata Patrika,Urdu,Bulletin,2021
T01096,Kolkata Post,Telugu,Newspaper,2024
T01097,Kolkata Post Daily,Punjabi,Periodical,2007
T01098,Kolkata Post Monthly,Hindi,Newspaper,2008
T01099,Kolkata Post Today,Marathi,Journal,2022
T01100,Kolkata Post Weekly,Urdu,Magazine,2023
T01101,Kolkata Prabhat,Telugu,Periodical,2011
T01102,Kolkata Prakash,Hindi,Newspaper,2000
T01103,Kolkata Pratidin Sandhya,Bengali,Journal,2011
T01104,Kolkata Samachar,Bengali,Newspaper,2004
T01105,Kolkata Samachar Daily,Hindi,Magazine,2013
T01106,Kolkata Samachar Monthly,Kannada,Bulletin,2017
T01107,Kolkata Samachar Today,Malayalam,Journal,2003
T01108,Kolkata Samachar Weekly,English,Newspaper,2011
T01109,Kolkata Sandesh,Malayalam,Newspaper,2019
T01110,Kolkata Sandesh Daily,Punjabi,Periodical,2012
T01111,Kolkata Sandesh Monthly,English,Periodical,2013
T01112,Kolkata Sandesh Today,Telugu,Newspaper,2023
T01113,Kolkata Sandesh Weekly,Malayalam,Magazine,2018
T01114,Kolkata Sandhya,Malayalam,Magazine,2021
T01115,Kolkata The Hindu,Telugu,Magazine,2004
T01116,Kolkata Times,Bengali,Periodical,2008
T01117,Kolkata Times Daily,Kannada,Magazine,2002
T01118,Kolkata Times Monthly,Marathi,Journal,2008
T01119,Kolkata Times Today,Telugu,Periodical,2015
T01120,Kolkata Times Weekly,Hindi,Periodical,2008
T01121,Kolkata Tribune,Gujarati,Digest,2020
T01122,Kolkata Tribune Daily,Kannada,Bulletin,2019
T01123,Kolkata Tribune Monthly,Gujarati,Journal,2003
T01124,Kolkata Tribune Today,Marathi,Periodical,2000
T01125,Kolkata Tribune Weekly,Telugu,Periodical,2019
T01126,Kolkata Vartha,Telugu,Periodical,2014
T01127,Kolkata Vichar,Tamil,Journal,2020
T01128,Kolkata Vichar Daily,Punjabi,Magazine,2009
T01129,Kolkata Vichar Monthly,Tamil,Bulletin,2022
T01130,Kolkata Vichar Today,Gujarati,Journal,2010
T01131,Kolkata Vichar Weekly,Marathi,Journal,2010
T01132,Lucknow Awaaz,Bengali,Digest,2022
T01133,Lucknow Bhaskar,Urdu,Journal,2018
T01134,Lucknow Dainik Namaskar,Gujarati,Periodical,2012
T01135,Lucknow Darpan,Bengali,Journal,2011
T01136,Lucknow Express,Hindi,Bulletin,2006
T01137,Lucknow Herald,Punjabi,Bulletin,2005
T01138,Lucknow Indian Express,Urdu,Bulletin,2000
T01139,Lucknow Jagran,Kannada,Digest,2006
T01140,Lucknow Kesari,Kannada,Periodical,2022
T01141,Lucknow News,Hindi,Journal,2021
T01142,Lucknow Patrika,Kannada,Magazine,2020
T01143,Lucknow Post,Bengali,Magazine,2008
T01144,Lucknow Prabhat,Urdu,Magazine,2022
T01145,Lucknow Prakash,Telugu,Journal,2002
T01146,Lucknow Pratidin Sandhya,Kannada,Bulletin,2015
T01147,Lucknow Samachar,Punjabi,Journal,2017
T01148,Lucknow Sandesh,Malayalam,Digest,2013
T01149,Lucknow Sandhya,Malayalam,Newspaper,2011
T01150,Lucknow The Hindu,Malayalam,Bulletin,2020
T01151,Lucknow Times,Hindi,Newspaper,2024
T01152,Lucknow Tribune,Gujarati,Digest,2021
T01153,Lucknow Vartha,Tamil,Magazine,2020
T01154,Lucknow Vichar,Punjabi,Newspaper,2018
T01155,Modern Awaaz,Urdu,Digest,2020
T01156,Modern Awaaz Bulletin,Telugu,Periodical,2013
T01157,Modern Awaaz Daily,Hindi,Newspaper,2003
T01158,Modern Awaaz Journal,Bengali,Magazine,2016
T01159,Modern Awaaz Live,Malayalam,Bulletin,2018
T01160,Modern Awaaz Monthly,Punjabi,Magazine,2014
T01161,Modern Awaaz Report,Tamil,Journal,2014
T01162,Modern Awaaz Today,Urdu,Bulletin,2022
T01163,Modern Awaaz Update,Malayalam,Magazine,2011
T01164,Modern Awaaz Weekly,English,Journal,2003
T01165,Modern Bhaskar,Bengali,Journal,2002
T01166,Modern Bhaskar Bulletin,Hindi,Digest,2004
T01167,Modern Bhaskar Daily,Tamil,Periodical,2010
T01168,Modern Bhaskar Journal,Kannada,Magazine,2016
T01169,Modern Bhaskar Live,Kannada,Periodical,2015
T01170,Modern Bhaskar Monthly,Hindi,Journal,2023
T01171,Modern Bhaskar Report,Kannada,Periodical,2002
T01172,Modern Bhaskar Today,Bengali,Newspaper,2022
T01173,Modern Bhaskar Update,Hindi,Newspaper,2010
T01174,Modern Bhaskar Weekly,Urdu,Newspaper,2021
T01175,Modern Dainik Namaskar,Marathi,Digest,2007
T01176,Modern Dainik Namaskar Bulletin,Malayalam,Magazine,2017
T01177,Modern Dainik Namaskar Daily,Marathi,Periodical,2017
T01178,Modern Dainik Namaskar Journal,Telugu,Journal,2007
T01179,Modern Dainik Namaskar Live,Telugu,Digest,2005
T01180,Modern Dainik Namaskar Monthly,Marathi,Digest,2021
T01181,Modern Dainik Namaskar Report,Telugu,Journal,2000
T01182,Modern Dainik Namaskar Today,Punjabi,Magazine,2014
T01183,Modern Dainik Namaskar Update,Punjabi,Journal,2012
T01184,Modern Dainik Namaskar Weekly,English,Digest,2006
T01185,Modern Darpan,Gujarati,Periodical,2024
T01186,Modern Darpan Bulletin,Hindi,Bulletin,2003
T01187,Modern Darpan Daily,Malayalam,Magazine,2011
T01188,Modern Darpan Journal,Tamil,Magazine,2014
T01189,Modern Darpan Live,Hindi,Periodical,2021
T01190,Modern Darpan Monthly,Kannada,Bulletin,2020
T01191,Modern Darpan Report,Tamil,Bulletin,2012
T01192,Modern Darpan Today,Punjabi,Journal,2018
T01193,Modern Darpan Update,Hindi,Periodical,2011
T01194,Modern Darpan Weekly,Kannada,Bulletin,2005
T01195,Modern Express,Urdu,Digest,2009
T01196,Modern Express Bulletin,Punjabi,Bulletin,2002
T01197,Modern Express Daily,Urdu,Magazine,2010
T01198,Modern Express Journal,Hindi,Magazine,2009
T01199,Modern Express Live,Hindi,Magazine,2011
T01200,Modern Express Monthly,Marathi,Bulletin,2012
T01201,Modern Express Report,Telugu,Bulletin,2004
T01202,Modern Express Today,Punjabi,Journal,2013
T01203,Modern Express Update,Marathi,Journal,2020
T01204,Modern Express Weekly,Malayalam,Digest,2020
T01205,Modern Herald,Marathi,Bulletin,2005
T01206,Modern Herald Bulletin,Kannada,Periodical,2004
T01207,Modern Herald Daily,Marathi,Periodical,2014
T01208,Modern Herald Journal,Punjabi,Newspaper,2011
T01209,Modern Herald Live,English,Journal,2004
T01210,Modern Herald Monthly,Gujarati,Journal,2017
T01211,Modern Herald Report,Malayalam,Digest,2015
T01212,Modern Herald Today,Telugu,Digest,2015
T01213,Modern Herald Update,Telugu,Digest,2014
T01214,Modern Herald Weekly,Kannada,Magazine,2002
T01215,Modern Indian Express,Punjabi,Newspaper,2024
T01216,Modern Indian Express Bulletin,Gujarati,Periodical,2001
T01217,Modern Indian Express Daily,Bengali,Magazine,2017
T01218,Modern Indian Express Journal,Bengali,Magazine,2024
T01219,Modern Indian Express Live,Kannada,Bulletin,2023
T01220,Modern Indian Express Monthly,Kannada,Bulletin,2016
T01221,Modern Indian Express Report,Hindi,Bulletin,2003
T01222,Modern Indian Express Today,Bengali,Bulletin,2011
T01223,Modern Indian Express Update,Malayalam,Newspaper,2024
T01224,Modern Indian Express Weekly,Kannada,Bulletin,2006
T01225,Modern Jagran,Telugu,Newspaper,2023
T01226,Modern Jagran Bulletin,Urdu,Magazine,2009
T01227,Modern Jagran Daily,English,Journal,2008
T01228,Modern Jagran Journal,Tamil,Newspaper,2014
T01229,Modern Jagran Live,Hindi,Magazine,2006
T01230,Modern Jagran Monthly,Punjabi,Digest,2011
T01231,Modern Jagran Report,Punjabi,Digest,2013
T01232,Modern Jagran Today,Marathi,Bulletin,2004
T01233,Modern Jagran Update,Gujarati,Magazine,2001
T01234,Modern Jagran Weekly,Punjabi,Periodical,2017
T01235,Modern Kesari,Bengali,Bulletin,2017
T01236,Modern Kesari Bulletin,Marathi,Periodical,2022
T01237,Modern Kesari Daily,Bengali,Periodical,2018
T01238,Modern Kesari Journal,Bengali,Bulletin,2021
T01239,Modern Kesari Live,Hindi,Magazine,2024
T01240,Modern Kesari Monthly,Telugu,Newspaper,2008
T01241,Modern Kesari Report,Urdu,Magazine,2022
T01242,Modern Kesari Today,Marathi,Magazine,2004
T01243,Modern Kesari Update,Tamil,Magazine,2024
T01244,Modern Kesari Weekly,Urdu,Journal,2015
T01245,Modern News,Marathi,Bulletin,2020
T01246,Modern News Bulletin,Bengali,Digest,2013
T01247,Modern News Daily,Telugu,Journal,2002
T01248,Modern News Journal,Urdu,Newspaper,2012
T01249,Modern News Live,Malayalam,Digest,2008
T01250,Modern News Monthly,Tamil,Journal,2015
T01251,Modern News Report,Tamil,Bulletin,2000
T01252,Modern News Today,Hindi,Digest,2014
T01253,Modern News Update,Urdu,Digest,2022
T01254,Modern News Weekly,Tamil,Newspaper,2017
T01255,Modern Patrika,Telugu,Magazine,2013
T01256,Modern Patrika Bulletin,Gujarati,Journal,2008
T01257,Modern Patrika Daily,Tamil,Periodical,2010
T01258,Modern Patrika Journal,Malayalam,Bulletin,2004
T01259,Modern Patrika Live,Punjabi,Journal,2010
T01260,Modern Patrika Monthly,Urdu,Newspaper,2001
T01261,Modern Patrika Report,Hindi,Digest,2014
T01262,Modern Patrika Today,English,Newspaper,2005
T01263,Modern Patrika Update,Kannada,Journal,2000
T01264,Modern Patrika Weekly,Telugu,Magazine,2022
T01265,Modern Post,Marathi,Digest,2009
T01266,Modern Post Bulletin,Marathi,Periodical,2002
T01267,Modern Post Daily,Urdu,Periodical,2008
T01268,Modern Post Journal,Hindi,Periodical,2021
T01269,Modern Post Live,Urdu,Magazine,2001
T01270,Modern Post Monthly,Telugu,Digest,2009
T01271,Modern Post Report,Gujarati,Journal,2020
T01272,Modern Post Today,Hindi,Digest,2003
T01273,Modern Post Update,English,Magazine,2015
T01274,Modern Post Weekly,Hindi,Magazine,2018
T01275,Modern Prabhat,Gujarati,Bulletin,2021
T01276,Modern Prabhat Bulletin,Kannada,Newspaper,2000
T01277,Modern Prabhat Daily,Tamil,Newspaper,2013
T01278,Modern Prabhat Journal,Marathi,Journal,2002
T01279,Modern Prabhat Live,Gujarati,Journal,2002
T01280,Modern Prabhat Monthly,Hindi,Newspaper,2010
T01281,Modern Prabhat Report,Tamil,Periodical,2004
T01282,Modern Prabhat Today,Telugu,Magazine,2020
T01283,Modern Prabhat Update,Urdu,Magazine,2002
T01284,Modern Prabhat Weekly,Malayalam,Bulletin,2000
T01285,Modern Prakash,Punjabi,Digest,2005
T01286,Modern Prakash Bulletin,Kannada,Periodical,2023
T01287,Modern Prakash Daily,Gujarati,Digest,2023
T01288,Modern Prakash Journal,Marathi,Journal,2019
T01289,Modern Prakash Live,Urdu,Journal,2006
T01290,Modern Prakash Monthly,Hindi,Newspaper,2004
T01291,Modern Prakash Report,Hindi,Bulletin,2023
T01292,Modern Prakash Today,Telugu,Periodical,2013
T01293,Modern Prakash Update,Tamil,Magazine,2007
T01294,Modern Prakash Weekly,Bengali,Digest,2002
T01295,Modern Pratidin Sandhya,Gujarati,Bulletin,2019
T01296,Modern Pratidin Sandhya Bulletin,Punjabi,Digest,2019
T01297,Modern Pratidin Sandhya Daily,Bengali,Digest,2000
T01298,Modern Pratidin Sandhya Journal,Urdu,Periodical,2006
T01299,Modern Pratidin Sandhya Live,Malayalam,Bulletin,2016
T01300,Modern Pratidin Sandhya Monthly,Gujarati,Digest,2012
T01301,Modern Pratidin Sandhya Report,Bengali,Digest,2001
T01302,Modern Pratidin Sandhya Today,Gujarati,Journal,2012
T01303,Modern Pratidin Sandhya Update,Hindi,Magazine,2015
T01304,Modern Pratidin Sandhya Weekly,Urdu,Bulletin,2002
T01305,Modern Samachar,Malayalam,Newspaper,2011
T01306,Modern Samachar Bulletin,Tamil,Magazine,2012
T01307,Modern Samachar Daily,Punjabi,Journal,2011
T01308,Modern Samachar Journal,Malayalam,Digest,2005
T01309,Modern Samachar Live,Kannada,Newspaper,2000
T01310,Modern Samachar Monthly,Punjabi,Newspaper,2000
T01311,Modern Samachar Report,Bengali,Magazine,2001
T01312,Modern Samachar Today,English,Journal,2016
T01313,Modern Samachar Update,Bengali,Digest,2022
T01314,Modern Samachar Weekly,Malayalam,Journal,2013
T01315,Modern Sandesh,Telugu,Newspaper,2020
T01316,Modern Sandesh Bulletin,Malayalam,Bulletin,2019
T01317,Modern Sandesh Daily,Marathi,Periodical,2002
T01318,Modern Sandesh Journal,Bengali,Newspaper,2016
T01319,Modern Sandesh Live,Gujarati,Magazine,2017
T01320,Modern Sandesh Monthly,Tamil,Journal,2018
T01321,Modern Sandesh Report,Urdu,Digest,2021
T01322,Modern Sandesh Today,Urdu,Newspaper,2009
T01323,Modern Sandesh Update,Telugu,Digest,2007
T01324,Modern Sandesh Weekly,English,Magazine,2002
T01325,Modern Sandhya,Telugu,Newspaper,2014
T01326,Modern Sandhya Bulletin,Punjabi,Bulletin,2001
T01327,Modern Sandhya Daily,Bengali,Digest,2023
T01328,Modern Sandhya Journal,Urdu,Digest,2005
T01329,Modern Sandhya Live,Hindi,Newspaper,2022
T01330,Modern Sandhya Monthly,Marathi,Digest,2000
T01331,Modern Sandhya Report,Marathi,Journal,2011
T01332,Modern Sandhya Today,Malayalam,Bulletin,2023
T01333,Modern Sandhya Update,Bengali,Magazine,2011
T01334,Modern Sandhya Weekly,Marathi,Digest,2024
T01335,Modern The Hindu,Bengali,Digest,2003
T01336,Modern The Hindu Bulletin,English,Periodical,2013
T01337,Modern The Hindu Daily,Bengali,Bulletin,2002
T01338,Modern The Hindu Journal,Bengali,Digest,2018
T01339,Modern The Hindu Live,Urdu,Newspaper,2015
T01340,Modern The Hindu Monthly,Kannada,Bulletin,2011
T01341,Modern The Hindu Report,English,Journal,2018
T01342,Modern The Hindu Today,Marathi,Periodical,2005
T01343,Modern The Hindu Update,Bengali,Newspaper,2018
T01344,Modern The Hindu Weekly,Urdu,Digest,2003
T01345,Modern Times,Gujarati,Digest,2016
T01346,Modern Times Bulletin,English,Newspaper,2000
T01347,Modern Times Daily,Gujarati,Newspaper,2015
T01348,Modern Times Journal,Tamil,Journal,2004
T01349,Modern Times Live,Marathi,Newspaper,2017
T01350,Modern Times Monthly,Urdu,Journal,2007
T01351,Modern Times Report,Tamil,Magazine,2013
T01352,Modern Times Today,Tamil,Periodical,2002
T01353,Modern Times Update,Punjabi,Periodical,2003
T01354,Modern Times Weekly,Malayalam,Digest,2001
T01355,Modern Tribune,Marathi,Magazine,2016
T01356,Modern Tribune Bulletin,English,Journal,2002
T01357,Modern Tribune Daily,Kannada,Periodical,2024
T01358,Modern Tribune Journal,Bengali,Periodical,2002
T01359,Modern Tribune Live,Malayalam,Journal,2000
T01360,Modern Tribune Monthly,Tamil,Magazine,2009
T01361,Modern Tribune Report,Punjabi,Periodical,2023
T01362,Modern Tribune Today,Punjabi,Magazine,2014
T01363,Modern Tribune Update,Tamil,Bulletin,2015
T01364,Modern Tribune Weekly,Gujarati,Digest,2017
T01365,Modern Vartha,Gujarati,Magazine,2000
T01366,Modern Vartha Bulletin,Telugu,Newspaper,2007
T01367,Modern Vartha Daily,Malayalam,Periodical,2020
T01368,Modern Vartha Journal,English,Periodical,2000
T01369,Modern Vartha Live,Urdu,Journal,2023
T01370,Modern Vartha Monthly,Bengali,Newspaper,2006
T01371,Modern Vartha Report,Malayalam,Magazine,2013
T01372,Modern Vartha Today,Kannada,Newspaper,2004
T01373,Modern Vartha Update,Bengali,Newspaper,2001
T01374,Modern Vartha Weekly,Gujarati,Bulletin,2013
T01375,Modern Vichar,Tamil,Journal,2023
T01376,Modern Vichar Bulletin,Hindi,Bulletin,2003
T01377,Modern Vichar Daily,Malayalam,Magazine,2020
T01378,Modern Vichar Journal,Telugu,Newspaper,2018
T01379,Modern Vichar Live,Punjabi,Newspaper,2013
T01380,Modern Vichar Monthly,Urdu,Magazine,2007
T01381,Modern Vichar Report,Bengali,Periodical,2010
T01382,Modern Vichar Today,Telugu,Digest,2023
T01383,Modern Vichar Update,Tamil,Periodical,2014
T01384,Modern Vichar Weekly,Bengali,Magazine,2002
T01385,Mumbai Awaaz,Gujarati,Magazine,2024
T01386,Mumbai Bhaskar,Punjabi,Newspaper,2004
T01387,Mumbai Dainik Namaskar,Hindi,Magazine,2014
T01388,Mumbai Darpan,Kannada,Periodical,2013
T01389,Mumbai Darpan Daily,Hindi,Bulletin,2011
T01390,Mumbai Darpan Monthly,Gujarati,Journal,2009
T01391,Mumbai Darpan Today,Kannada,Periodical,2003
T01392,Mumbai Darpan Weekly,Hindi,Magazine,2021
T01393,Mumbai Express,Bengali,Digest,2022
T01394,Mumbai Express Daily,Punjabi,Newspaper,2006
T01395,Mumbai Express Monthly,Tamil,Magazine,2002
T01396,Mumbai Express Today,Gujarati,Periodical,2012
T01397,Mumbai Express Weekly,Malayalam,Newspaper,2021
T01398,Mumbai Herald,Bengali,Periodical,2005
T01399,Mumbai Herald Daily,English,Journal,2014
T01400,Mumbai Herald Monthly,Malayalam,Digest,2017
T01401,Mumbai Herald Today,Gujarati,Newspaper,2014
T01402,Mumbai Herald Weekly,Hindi,Magazine,2003
T01403,Mumbai Indian Express,English,Newspaper,2024
T01404,Mumbai Jagran,Gujarati,Magazine,2006
T01405,Mumbai Kesari,Telugu,Periodical,2021
T01406,Mumbai News,Urdu,Digest,2002
T01407,Mumbai News Daily,Punjabi,Bulletin,2008
T01408,Mumbai News Monthly,Hindi,Newspaper,2002
T01409,Mumbai News Today,Gujarati,Digest,2014
T01410,Mumbai News Weekly,Marathi,Newspaper,2010
T01411,Mumbai Patrika,Hindi,Newspaper,2014
T01412,Mumbai Post,English,Magazine,2018
T01413,Mumbai Post Daily,Telugu,Digest,2012
T01414,Mumbai Post Monthly,Kannada,Newspaper,2012
T01415,Mumbai Post Today,Urdu,Journal,2005
T01416,Mumbai Post Weekly,Tamil,Magazine,2005
T01417,Mumbai Prabhat,Bengali,Periodical,2014
T01418,Mumbai Prakash,Marathi,Newspaper,2019
T01419,Mumbai Pratidin Sandhya,Punjabi,Bulletin,2007
T01420,Mumbai Samachar,Urdu,Periodical,2015
T01421,Mumbai Samachar Daily,Telugu,Bulletin,2015
T01422,Mumbai Samachar Monthly,English,Newspaper,2008
T01423,Mumbai Samachar Today,Telugu,Magazine,2013
T01424,Mumbai Samachar Weekly,Gujarati,Digest,2016
T01425,Mumbai Sandesh,Gujarati,Digest,2017
T01426,Mumbai Sandesh Daily,English,Journal,2022
T01427,Mumbai Sandesh Monthly,Tamil,Journal,2017
T01428,Mumbai Sandesh Today,Kannada,Periodical,2018
T01429,Mumbai Sandesh Weekly,Malayalam,Periodical,2012
T01430,Mumbai Sandhya,Bengali,Magazine,2000
T01431,Mumbai The Hindu,Tamil,Bulletin,2007
T01432,Mumbai Times,English,Periodical,2001
T01433,Mumbai Times Daily,Kannada,Bulletin,2011
T01434,Mumbai Times Monthly,Punjabi,Magazine,2005
T01435,Mumbai Times Today,Hindi,Magazine,2021
T01436,Mumbai Times Weekly,Gujarati,Periodical,2017
T01437,Mumbai Tribune,English,Magazine,2018
T01438,Mumbai Tribune Daily,Telugu,Periodical,2005
T01439,Mumbai Tribune Monthly,Marathi,Magazine,2018
T01440,Mumbai Tribune Today,Tamil,Digest,2022
T01441,Mumbai Tribune Weekly,Tamil,Bulletin,2000
T01442,Mumbai Vartha,Tamil,Bulletin,2018
T01443,Mumbai Vichar,Marathi,Bulletin,2006
T01444,Mumbai Vichar Daily,Kannada,Bulletin,2009
T01445,Mumbai Vichar Monthly,Marathi,Journal,2001
T01446,Mumbai Vichar Today,Hindi,Newspaper,2007
T01447,Mumbai Vichar Weekly,Punjabi,Magazine,2000
T01448,Nagar Awaaz,Malayalam,Journal,2000
T01449,Nagar Awaaz Bulletin,Tamil,Bulletin,2006
T01450,Nagar Awaaz Daily,Marathi,Periodical,2022
T01451,Nagar Awaaz Journal,Marathi,Periodical,2001
T01452,Nagar Awaaz Live,English,Magazine,2018
T01453,Nagar Awaaz Monthly,Marathi,Newspaper,2016
T01454,Nagar Awaaz Report,Tamil,Newspaper,2011
T01455,Nagar Awaaz Today,Urdu,Journal,2018
T01456,Nagar Awaaz Update,Hindi,Periodical,2009
T01457,Nagar Awaaz Weekly,Tamil,Magazine,2005
T01458,Nagar Bhaskar,Telugu,Digest,2015
T01459,Nagar Bhaskar Bulletin,Urdu,Periodical,2005
T01460,Nagar Bhaskar Daily,Malayalam,Digest,2019
T01461,Nagar Bhaskar Journal,Tamil,Magazine,2021
T01462,Nagar Bhaskar Live,Punjabi,Magazine,2012
T01463,Nagar Bhaskar Monthly,Bengali,Digest,2022
T01464,Nagar Bhaskar Report,Bengali,Magazine,2005
T01465,Nagar Bhaskar Today,English,Digest,2018
T01466,Nagar Bhaskar Update,Telugu,Bulletin,2001
T01467,Nagar Bhaskar Weekly,Marathi,Bulletin,2010
T01468,Nagar Dainik Namaskar,Punjabi,Magazine,2020
T01469,Nagar Dainik Namaskar Bulletin,Punjabi,Newspaper,2015
T01470,Nagar Dainik Namaskar Daily,Marathi,Periodical,2023
T01471,Nagar Dainik Namaskar Journal,Hindi,Magazine,2011
T01472,Nagar Dainik Namaskar Live,Tamil,Magazine,2020
T01473,Nagar Dainik Namaskar Monthly,Hindi,Digest,2021
T01474,Nagar Dainik Namaskar Report,Urdu,Digest,2010
T01475,Nagar Dainik Namaskar Today,Kannada,Newspaper,2008
T01476,Nagar Dainik Namaskar Update,Gujarati,Magazine,2022
T01477,Nagar Dainik Namaskar Weekly,Hindi,Periodical,2008
T01478,Nagar Darpan,Hindi,Digest,2000
T01479,Nagar Darpan Bulletin,English,Journal,2014
T01480,Nagar Darpan Daily,Telugu,Magazine,2013
T01481,Nagar Darpan Journal,Kannada,Journal,2011
T01482,Nagar Darpan Live,Malayalam,Journal,2003
T01483,Nagar Darpan Monthly,Kannada,Bulletin,2020
T01484,Nagar Darpan Report,Urdu,Magazine,2005
T01485,Nagar Darpan Today,Kannada,Newspaper,2001
T01486,Nagar Darpan Update,Bengali,Newspaper,2010
T01487,Nagar Darpan Weekly,Bengali,Newspaper,2002
T01488,Nagar Express,Tamil,Magazine,2012
T01489,Nagar Express Bulletin,Marathi,Digest,2002
T01490,Nagar Express Daily,Malayalam,Newspaper,2010
T01491,Nagar Express Journal,Punjabi,Bulletin,2015
T01492,Nagar Express Live,English,Journal,2020
T01493,Nagar Express Monthly,Marathi,Bulletin,2013
T01494,Nagar Express Report,Marathi,Newspaper,2003
T01495,Nagar Express Today,Tamil,Magazine,2006
T01496,Nagar Express Update,Telugu,Digest,2017
T01497,Nagar Express Weekly,Malayalam,Periodical,2021
T01498,Nagar Herald,Bengali,Periodical,2007
T01499,Nagar Herald Bulletin,Hindi,Newspaper,2012
T01500,Nagar Herald Daily,Punjabi,Bulletin,2015
T01501,Nagar Herald Journal,Marathi,Newspaper,2011
T01502,Nagar Herald Live,English,Journal,2002
T01503,Nagar Herald Monthly,Bengali,Digest,2020
T01504,Nagar Herald Report,Punjabi,Journal,2006
